rating,text,sentiment,date,trip_type,date_status
5,"There is little or nothing to add to the thousands of reviews before mine. One thing is certain: you have to see it and visit it. The Pantheon has represented, for more than two thousand years, the greatest expression of the glory of Rome. Its history is indissolubly linked to the development of the eternal city of which it has been an image over the centuries. The Pantheon was the inspiration of the greatest architects and artists of the Renaissance, so much so that Raphael wanted to make it the place of his eternal rest.",正面,May 2020,Friends,date_with_label
5,Great place to visit - very interesting - we went with our guide who shared invaluable information - recommend a visit with guide. Great location for restaurants and of course water from the fountain outside.,正面,Aug 2020,,date_only
4,"even my teenager boys were amamzed bu teh age and history around the Pantheon, its awe inspring how they were built so long ago and still standing beautiful",正面,Aug 2020,,date_only
5,"The inside is incredible. I learned on the history channel that the Pantheon is the oldest known standing dome. If you look carefully outside you can see the arches that help keep it standing. Awesome architecture for when it was built and has taught engineers how to build sustainable domes today. You don't need a tour guide, just walk in. It is a church, so I don't know what the hours are on Sundas.",正面,Oct 2019,Couples,date_with_label
4,The entry is free but you need to queue up to enter the Pantheon due to COVID checks. It's a pretty spectacular monument to view inside.,正面,Aug 2020,,date_only
5,A must visit indeed. An interesting building in its own way. You must visit to see the giant 5 metre  hole in the middle of the dome and it is pretty impressive from the outside too. Another must see attraction in rome a bit hard to find so if you are not familiar with rome do use a map to find it.,正面,Jul 2020,Couples,date_with_label
5,They accepted the mobile ticket trip adviser sent us unlike other Rome locations so we were pleasantly surprised that we didn’t have to mess about finding/redeeming or downloading a different ticket where trip adviser screwed us over. The audio guide was great but you need to bring your own headphones or buy some for €1 when you get there. Pantheon is gorgeous would definitely recommend.,正面,Aug 2020,Couples,date_with_label
5,"Although I had to queue up to enter the Pantheon, this process only took about 15 minutes.It's a pretty spectacular monument, and the tomb of Victor Emmanuel II.There is a good audio guide which you can download via Google play and listen as you go round.",正面,Aug 2020,Solo,date_with_label
5,"The dome is the world's largest unreinforced concrete dome. The height to the oculus and the diameter of the interior circle are the same, 43 metres. What a beautiful and great Roman architecture is.",正面,Nov 2019,Couples,date_with_label
4,"Free entry, beautiful outside in the day and evening. Inside is just another church. Nothing special from the other hundreds in Rome.",中立,Aug 2020,Couples,date_with_label
5,We had limited time inside because it was closing but we were able to check it all out and really were impressed.  Such a stunning piece of architecture with incredible history.,正面,Sep 2019,Couples,date_with_label
5,"There are no words. Visiting it is a must. it is part of the history of Rome and Italy, among the unmissable monuments.",正面,Sep 2019,,date_only
5,"It's an incredible structure to see. When i saw it in movies I thought i'd bew awesome to see in person. In person seems like a dream, and we sat at a restaurant near the Pantheon, we ate and drank good wine while looking to this marvelous building.",正面,Jan 2020,,date_only
5,"It is a pity we could not get into it this time. Anyhow, it was great to  stop by once again! One of my favorite places in Rome!",正面,Aug 2020,Couples,date_with_label
5,"Pass by the pantheon if you are in Rome, you can't miss it! It's an unique place, you can breathe the history of Rome!",正面,Jul 2020,,date_only
5,This is one of the most fascinating places on the plant. Must visit at late night with the beautiful atmosphere created by to moon,正面,Jul 2020,Couples,date_with_label
5,The amazing  Pantheon is really worth it for a visit to the church and in my opinion to book a guided tour to learn more in-depth the history of this beautiful place. We booked a morning guided tour at 9:30 because we want it to avoid the crowds and we had a really good time with our tour guide he was very informative and funny.,正面,Aug 2020,Couples,date_with_label
5,"In Rome we are, it's wonderful to walk in the roads of the history of the Roman empire. There are many attractions, one of my favorite is the Pantheon.",正面,Aug 2020,,date_only
5,"A very ancient and still visitable historical building, full of meanings, dedicated to all the gods then known. Inside a niche was empty for the gods not yet known.It's amazing to think how they built it with the technical knowledge of that time.Free admission (it takes patience to queue)",正面,Aug 2020,,date_only
5,"Absolute must! However, opening hours in the week are from 09:00-18:30, it does not open at 08:30. So Tripadvisor gave us half an hour of square sitting here.",中立,Aug 2020,Couples,date_with_label
5,The pantheon in Rome is one of the top sites to see. It’s not a long walk from any of the many bus stops and it’s easily accessible for the elderly.,正面,Oct 2019,Business,date_with_label
4,Site was much quieter than normal due to the lack of crowds around covid. So it made the experience better. Our concierge told us to come back at nighttime. So glad we did. Very romantic.,正面,Aug 2020,Couples,date_with_label
5,It's Rome and it's Pantheon. You need to see this place if u going to Rome. U can't believe what people can build.,正面,Aug 2020,Couples,date_with_label
5,"This is a Rome must-see.  Lucky for us that Rome is quiet this year - but would have queued much longer for this, and there's no charge.",正面,Aug 2020,,date_only
5,"The pictures don't do this place justice, absolutely stunning especially at night. You need to see it",正面,Jul 2020,Couples,date_with_label
5,Breathtaking building Patheon. It is a must see  in Roma. It is free and you can walk easyly in wile walking buy.,正面,Dec 2019,,date_only
5,"You only need a little time to see the Pantheon, but is is an impressive building, you can see the age - we were really surprised it was free.  They take your temperature before going in and you have to wear a mask currently - but we didn't have to queue and is is a lovely place to see.",正面,Jul 2020,Couples,date_with_label
5,We visited this site on an anniversary trip.  Loved the history!  Was everything we imagined and more.  Well worth your time.,正面,Aug 2019,Couples,date_with_label
5,"Breathtaking, loved the whole experience, the history is fascinating, made sure to respect the environment in terms of dress code.",正面,Jan 2020,,date_only
5,"the emotion in seeing Raphael's tomb and the epitaph that accompanies it made me love this construction by Marco Agrippa. I reflected on the bronzes plundered by Barberini, but history does not change. (what the barbarians did not do, Barberini did)",正面,Jul 2020,,date_only
5,I went to Rome in 2017 but it would not let me put it in. I went on a tour to the Pantheon and it was the only way to go. You had no waiting and you got all the history . It was so wonderful.,正面,Aug 2019,Friends,date_with_label
5,"The Pantheon is an amazing survivor. It was built by the Roman emperors Agrippa and Hadrian and has survived intact and remained in almost constant use since.From the outside, the façade has all the typical features of a Roman temple including a portico, Corinthian columns and a stately pediment. The emperor Hadrian added the rotunda around 126 AD.The queue is often long but don’t be put off by this because the inside is incredible and is completely different to the outside. You should absolutely see both. In any case, the crowd moves quite quite quickly because people don’t stay inside for long.You can pay for an audio guide inside. We didn't and in hindsight, we probably should have. It would have been much better to hear about the structure while we were actually there. If you don’t do the audioguide or tour, then I’d recommend doing some reading beforehand.As you enter, the first thing to notice are the marble floor tiles. This is the original ancient Roman floor. I was very taken with the thought that I was walking across the same floor that ancient Romans had also walked on.The next thing you notice is that the interior is perfectly proportioned. The diameter of the rotunda is 43.3m which is exactly the same as its height – a perfect space. The dome is the real jaw-dropper. It is still the largest unreinforced concrete dome in the world. Never been beaten. That is quite an engineering feat and it required a few building tricks to stop the weight of the dome from causing the whole thing to collapse. To avoid disaster, they built the foundations and lower walls out of heavy materials, then as they built upwards, they made the concrete thinner and added pumice so that it was quite lightweight. Finally, as you look up, you stare into the the oculus, the ‘eye’ of the dome. It might look small but that’s just an optical illusion because the interior is so big. The oculus is actually 8.2m across. The sunlight streams through it, stopping the interior from being gloomy and dark. Rain can also stream through but it drains away in the centre. Before you leave, do a lap around the walls because there are also several noteworthy tombs including Raphael and the first kings of Italy, Victor Emmanuel II and Umberto I.",正面,Aug 2019,Couples,date_with_label
5,"Like everything in Rome, pictures don't do this place justice.  The age of it, and the size are phenomenal",正面,Jul 2020,,date_only
5,"So full of history, this place is amazingly well conserved. Cover your shoulders if you are a woman though, there is a basilique inside.",正面,Jul 2020,Couples,date_with_label
5,The Pantheon is a beautiful rotunda church with stunning architecture.  There were no crowds.  As in all churches you are required to be dressed adequately.,正面,Jul 2020,,date_only
5,"The Pantheon is a wondrous, unique church at the Piazza della Rotonda. The façade is striking, and the circular interior is remarkable. The church contains the important tombs of Renaissance artist Raphael and the first ruler of unified Italy, Vittorio Emanuele II.",正面,Aug 2019,Couples,date_with_label
5,"we had a great time at the Pantheon, it wasn't that crowded, it was a short walk from the place we stayed, Clemy. The weather was beautiful, I highly recommend going now!",正面,Jul 2020,,date_only
5,Got to visit this place with no crowd. Amazing piece of history. We used a free audio tour to supplement the visit. In and out in 20 minutes and close to trevis fountain,正面,Jul 2020,,date_only
5,Late review went in June 2019. I miss this beautiful architecture. Something to admire it's a period piece building. Going back in time when you touch the pillars and door. Pro: Into History and ancient architecture you will love this placeCons: Tourist we all know this already but be ready for the crowds.,正面,Aug 2019,,date_only
5,Usually I'm not interested in churches at all. But the pantheon really impressed me. The story of the many monolithic parts brought to Rome from far away is incredible.,正面,"Written July 13, 2020",,unknown_format
5,"The exact age of the pantheon remains unknown. Possibly started under Emperor Trajan around AD 114 and completed under Emperor Hadrian between AD 125 and 128. The Pantheon - the Greek adjective meaning ""honor all Gods"" - had for more than 1700 years, the largest dome in the world (inside diameter: 43.30m), at that time impressive and astonishing. It is one of the best-preserved structures of Roman antiquity.Even, almost 2000 years later, the design, proportions, elegance and harmony are spectecular and amazing and the buliding is a great reminder of the architecture of the great Roman Empire.There is certainly a lot of people and there are always tourists. But in such a city and building it is quite normal. It's still worth it!Rome - for me - one of the most fascinating cities, where I have been.",正面,Sep 2019,,date_only
4,"Just go and experience the intellect of the people that created this wonderful building. Bonus, it is close to all the Italian designer shops. So you get a 2 for one experience :-)",正面,Mar 2020,Couples,date_with_label
5,"I'm from Rome, but let me write this in English. I've never seen Rome so empty, in particular with such a fantastic weather. The COVID cases in Rome are currently negligible: a few cases per day over millions of people. If I were a tourist, I would run to Rome right now. The most risky part of the trip is probably the flight or so. I don't think this situation will last long (and I hope it won't).A few days ago Pantheon was almost empty, and I could take nice pictures and enjoy the atmosphere.",正面,Jun 2020,,date_only
5,Well worth any wait.  A must see if you are in Rome.  We walked there without a tour guide.  They have headphones if you are interested in finding out more while inside.  Breathtaking.,正面,Sep 2019,Couples,date_with_label
4,One of the best architectural stops on your must-see of Rome list. Surprised at how many graves are here.,正面,Aug 2019,Business,date_with_label
5,"The Roman Coliseum and Pantheon are undoubtedly the emblematic places of Rome, the route is not very wide, but you are amazed by all the details from outside and even more internal details such as all works of art, the way in which the sun goes through some sectors, I really liked the tomb dedicated to Raffaele, after the tour you can take photos at the Trevi Fountain. A highly recommended place will not disappoint you...",正面,Jul 2019,,date_only
5,"It was awe-inspiring to stand in front of, and to go inside of, something I’ve heard about and seen pictures of for decades.  The construction, and meaning of its details were fascinating.",正面,Dec 2019,,date_only
5,"If you're in Rome, you have to visit the Pantheon! It was very beautiful, I cannot believe the craftsmanship!",正面,Oct 2019,Couples,date_with_label
5,"My personal favourite, we went for a walk straight here as soon as we arrived at our hotel. I can just stare at the inside and outside for hours! It's such a awesome building and in great condition. How they built it baffles not only me but architects and engineers worldwide! Absolute must see.",正面,Feb 2020,Couples,date_with_label
5,Located close to the Trevi Fountain. This building was built around the year 27 Bc by Agrippa. This is really full of history and holds one of the biggest dome in Rome. This is truly Rome history alive and well in all its splendour.A definite must visit,正面,Jan 2020,Solo,date_with_label
5,"If only could speak. The temple for all the Gods. It doesn't take time to visit it, but it stays in your mind for the rest of your life.",正面,Aug 2019,,date_only
5,"Fantastic place where royalty is buried.Too bad only that our very communist rulers did not allow the burial of the last royals Umberto and Maria José!, a real Italian shame",負面,Jun 2020,Friends,date_with_label
5,"The Pantheon is one of our favorite places to visit in Rome. Just walking up to it and taking in the size, scope, and history of this incredible space takes a person's breath away.We opted to get a tour that took us both inside and around the outside of the building and it was awesome! We highly recommend!",正面,Sep 2019,Couples,date_with_label
5,"Not far from the Piazza Navona stands this beautiful structure, which is so unique, still in excellent shape and could be voted as one of the wonders of modern civilization. We finished our Tartufo, and we were on a mission to discover this fantastic piece of architecture.Patricia remarked it is one of ancient Rome's most enduring constructions, and it is a building worthy of the Gods that defies imagination. It is one of the few places where it is possible to view Rome, just as the Romans gazed at it when first constructed. As soon as we entered this massive open place, I imagined this was no ordinary structure or temple that exhibits a timelessness where everything seems to have ceased two thousand years ago when it was dedicated to all gods. The sixty-foot granite columns at the entrance are just a sample of what we are to expect inside. Emperor Hadrian commissioned it, and most of the granite was transported from Aswan, similar to the Obelisks that were looted from the land of the Pharaohs.t One should stand outside and admire the enormous sixty-ton columns that were quarried from Egypt. Spare a thought and think of the logistics that were involved in the transportation of these massive columns across the Mediterranean Sea. The time, tools and human resources that would have gone into the preparation of this significant project would have taken many months of diligent contingency planning which would have included, procuring slave labour, food and deciphering the precise navigation route across the Mediterranean.As I gazed around, the interior has remained immaculately intact with its spectacular dome three metres high at its oculus top, through which light tickles illuminating the entire building. I was amazed at this structure, and Patricia remarked that when any rain penetrates, there are twenty-two holes that drain the water away.It is a visual feast for the eye, that is so striking, massive, well preserved, and perfectly proportioned that makes it so hard to believe that it was erected nearly two thousand years ago. Just as you think there is not much more to admire, the skylight lets in a beam of sun that makes the whole place light up. It is as good as it gets, and my imagination reverts to its early days when Emperor Hadrian entered the building in a vast, impressive procession. The music would herald in that the lord of the land was in session at this glorious temple. I was stunned and astonished, and without any hesitation, I will remark loudly, out of all the surviving structures of ancient Rome the Pantheon elicits amazement, thanks to its breathtaking construction. One last mention is that it holds the tombs of Raphael and the first kings of Italy, Victor Emmanuel, and Umberto. NB:NB: This was a part of the tour pamphlets I would hand to my clients in the 1980s who visited my agency.",正面,Jun 2019,,date_only
5,"I love the Pantheon. I was there at opening time and although within minutes I couldn't see my feet it didn't retract from the magnificence of the building. If you want to, you can sit through mass (but you have to plan ahead). Of course the highlight is the tomb of Raffaele. GO! YOU WON'T BE  DISAPPOINTED.",正面,rosannt201666 contributions0,,unknown_format
5,I cannot wait to visit this monument again.  AMAZING!!!  When in Rome...  There is A LOT to do and see.  But definitely add this to your list along with this amazing coffee shop round the corner!  Yummy!!!,正面,Feb 2020,,date_only
5,"The Pantheon is a must see in Rome.  My wife and I went back twice to see this building.  The interior is breath taking and the dome is an engineering masterpiece.   It was originally a Roman temple which was converted into a church. It is located in wonderful piazza which has cafes, restaurants and shops.  It is a great place to explore and stay.",正面,Mar 2020,Couples,date_with_label
5,"A beautiful and historic site to see, the Pantheon is an amazing, can’t miss stop on your trip to Rome. I never imagined it was as large as it was. Go see it!",正面,Feb 2020,Friends,date_with_label
5,You should visit Pantheon surely/strictly if you visit Rome city centre. Other than Pantheon Colosseum should also visited...,正面,May 2020,Solo,date_with_label
4,"Located in a small ""piazza"" rounded by small cafes, ""gelaterias"", restaurants, etc. At sundown a lot of the locals gather around the ""piazza"" to chitchat and drink some good espresso, wine or beer.",正面,May 2020,Couples,date_with_label
4,I travelled for a school trip back in March 2019 and this was the first location we visited in Rome and let's just say as an architecture fanatic the structure is beautiful and the interior holds up just as much! I highly recommend at least visiting the area to see it even if you do not actually go inside!,正面,May 2019,,date_only
5,"I used to use this pantheon as a landmark when I walked through the downtown between the Terrebe River and Corso and V Emmanual streets. It's amazing that it's still there in its complete form. The Pantheon is free of charge, but it's kind of folksy around here, and it's interesting to have a mix of tourists and locals. There is the grave of Raphael, but I was more interested in the graves of V Emmanuel and Umberto. I went there every day because the hotel was close by, because I could enter as many times as I wanted for free.",正面,Apr 2020,Couples,date_with_label
4,"It was pretty easy to see with a quick in and walk around. It is an impressive building, and great history, but not too overwhelming in terms of time expense.",正面,Aug 2019,Couples,date_with_label
5,"The pantheon is an incredible building which you must visit in Rome. From the outside, it is very impressive and equally so on the inside. The dome arguably steals the show, and the back story on how it was constructed is really interesting. You will also find the grave of famous painter Raphael inside the Pantheon, adding to the list of reasons to visit this place. And to top it off- it's free to enter.",正面,Feb 2020,,date_only
3,"For a start, the Pantheon is known as a must see, and the entrance is free which makes this a good spot to got to. Furthermore, there are lots of restaurants and gelato shops around, making it in a peak spot. However, I didn't find it particularly interesting or amazing. Perhaps it is because I have been to the Sagrada Familia and in comparison this building is not spectacular. I personally would only recommend the Pantheon to very religious people that would benefit spiritually from this visit.",負面,Mar 2020,,date_only
5,"Probably completed in 126 AD this is an amazing feat of architecture but more especially engineering. Free to get into, just look up and ask yourself the question, how did the romans build this 2000 years ago?",正面,Feb 2020,,date_only
5,It's all magnificent.Just try to stand in the spoted for in the center and look up ...The mystery will reveal itself...,正面,"Written April 19, 2020",,unknown_format
4,March was great with no crowds due to Covid-19 . Our tour guide gave us a backgrown on the Panteon and we went inside to enjoy.It is rather dark so flash is only way you can get some photos and still will have to adjust them.  Raphel's tomb is here as well as several of the first leaders of modern italy.   Thank goodness no crowds.,正面,Mar 2020,Couples,date_with_label
5,"For me, the Pantheon is the most beautiful at night when the lights are on. A must see then but also during the day when one can walk inside to see its grandeur. I believe it is the most well preserved building in Rome for its time. I can’t say enough about this building. Also the piazza that houses it is lovely.,",正面,Sep 2019,Couples,date_with_label
5,So amazing see Pantheon. its free to see inside the building. you can relax in bart around the pantheon,正面,Jul 2019,,date_only
5,"Ever thought of walking through a Roman architectural masterpiece? Walk in and look right above you. And the ceiling, a manmade wonder in itself considering the time it was built, was covered in bronze.Now an italian heritage.A wald around it its also worth the while.Enjoy",正面,Feb 2020,,date_only
4,"It is really hard to miss Pantheon when one is in Rome. It was harder to miss the fascinating dome inside it, which is of a gigantic proportion and with nothing to support it. This is really a spectacular work as all of the Pantheon. There are tombs of some well known Italians, such as the renaissance artist Rafael and directly next to his tomb a tomb of his fiancée who died before her marriage.After that you can sit down on the staircase of the Fontana at Pizza Della Rotonda that faces the Pantheon and watch the amazing monument.",正面,May 2019,Couples,date_with_label
5,Simply stunning piece of architecture that has stood the test of time with the care we've given it. One of the most beautiful churches in the world.,正面,Mar 2020,Solo,date_with_label
5,"Standing here since 125 AD. The Pantheon was finished under emperor Hadrian, over Marcus Agrippa’s start in 27 BC. It’s still the largest un-reinforced dome in the world. We just walked in, free. We had a foreign exchange student stay with us for a year, she lives in Rome. Her dad led us around this incredible place.",正面,Jul 2019,,date_only
4,"Perhaps saying ""historic"" in my title is silly - what isn't historic in Rome?  We visited the Pantheon in the evening, then also visited Mass here.  This is an active Catholic church.  Having Mass in this building is an awesome experience.",正面,Dec 2019,,date_only
5,"Free!  Not sure why they don’t charge? Large queue which moved very fast! Amazing place, its hard to believe it’s been there for thousands of years .. a must see when in Rome!",正面,Sep 2019,,date_only
5,Great experience. The history of this place is very saddening but very itneresting. Would recommend getting a guide who is passionate and speaking English over an audio guide. Our guide really helped bring the bloody history of the Pantheon to life. I learned a lot on that day.,正面,May 2019,,date_only
5,"This is so well preserved and well worth a visit, we could not go in as all places of interest were closed but just standing outside was well worth seeing",正面,Mar 2020,,date_only
5,We went here on the last day as well as the Spanish Steps and the Trevi Fountain and it was amazing. I didn’t even know you could go inside.,正面,Mar 2020,Business,date_with_label
4,"Quick visit through the Pantheon. Another must see piece of history, but it doesn’t take long to go through it!  It’s small and crowded but still beautiful and worth the wait to go in. There is a great gelato place right outside too!",正面,Apr 2019,Couples,date_with_label
5,Everyone knows Pantheon which is always full of tourists.  One of the best experiences is to take a glass of redwine in some of the the reustaurants around the piazza in the evening and just let your thoughts fly!,正面,Feb 2020,Couples,date_with_label
5,There is no visit in Rome if you have not been in Pantheon. It's free to visit and you will not spend much time inside it.It also worths a visit at night. Really beautifully lighted.,正面,Jan 2020,,date_only
5,"On my third visit to Rome, I finally got to see the Pantheon. It was always on my bucket list. This an awesome spot in Rome that is a must-see, even if briefly. It is free and requires little to no planning. You can plan to spend 30-60 minutes to soak it all in. It is in a very nice piazza, and not too far from Trevi Fountain - another must see.",正面,Mar 2020,Couples,date_with_label
5,After avoiding the touts outside we enjoyed visiting this incredible place... The final resting place of Goya and many others.Incredible seeing the many centuries old engineering and experiencing the depth of history in which this place is steeped.,正面,Mar 2020,Couples,date_with_label
5,Enjoyed a very interesting sunday morning here.  There was a special service going on so had to wait a litttle while outside but it just made it more interesting watching all the Guards and the band leaving.,正面,Jan 2020,Couples,date_with_label
5,"This is an incredible bit of architecture and it's truly breathtaking. Created by the emperor Hadrian between 113–125 AD, it has a rectangular vestibule that links the porch to the rotunda, which is under a coffered concrete dome, with a central opening to the sky - which is insane as the evening we were there it was raining & the rain was just falling onto the marble floor below!  Almost two thousand years after it was built, the Pantheon's dome is still the world's largest unreinforced concrete dome & it is a sight to be seen. Having been continuously used since the 7th century, it is one of the best-preserved of all Ancient Roman buildings & is now a Catholic church. A number of significant people are buried at the Pantheon, including tow Italian Kings and the Renaissance painter Raphael. This is a must on your visit to Rome, then walk back outside to one of the many restaurants surrounding the church and just take in your surroundings. Just lovely!",正面,Dec 2019,Couples,date_with_label
5,"I came here after going to the Parthenon in Athens, a site which did not impress me. Therefore, I was concerned that a site with such a similar name would have similar quality. Fortunately, this site was many times better. The Pantheon has intricate architecture, a vast scale, and an impressive sunbeam roof hole for light to shine through. There is gold everywhere. If I had to nitpick, the crowds can be big and there is a line to get in because of this. However, it is certainly worth the wait.",正面,Jun 2019,,date_only
5,"One of the truly great pieces of architecture of the Western world. Redesigned by an emperor, Hadrian, it inspired building throughout the west, including the US Capitol Building.",正面,Apr 2019,,date_only
4,"This is a great place to go a visit - really interesting to wander around inside, and the square it is in is lovely too!There are a few restaurants and you truly feel like you are experiencing Rome here.",正面,Apr 2019,Couples,date_with_label
5,Worth a visit as the dome is incredible from the inside. It is free to enter which is great but be aware that it is very crowded. We were off peak so can only imagine what it is like during the summer!,正面,Feb 2020,,date_only
5,"It's FREE. No tour needed. Just enter and be amazed by the fantastic roof, floors and walls. How this was constructed, and so long ago is amazing. Do not miss, even for 10 mins when in Rome. Our son aged 12 was inspired too.",正面,Feb 2020,,date_only
5,"We hadn't booked a tour of the Pantheon but picked one up outside which was well worth it.  Very interesting building, the usual paintings and sculptures but take a look upwards to the dome, quite unique.  Definitely worth a visit.",正面,Mar 2020,Couples,date_with_label
5,"Jut returned from a wonderful walking tour of the Spanish steps, Trevi fountain and the Pantheon with Tracey. Once again this was a first class tour. Tracey knew where to go to get the best view even with crowds of people. Her knowledge was excellent. Sean the boss of Angel Tours was also excellent with communications. I thoroughly recommend Angel Tours will definitely use this again.",正面,Feb 2020,,date_only
4,"This is an absolute must to see when in Rome, very underestimated from the outside but when you go in all I can say is fabulous, don’t miss this attraction",正面,Mar 2020,,date_only
4,"great visit, went during middle of day, really crowded went back early in morning and almost empty. beautiful architecture, well preserved",正面,Feb 2020,Couples,date_with_label
5,"This ancient Roman building was a pagan temple, now a church. Entrance is free and the dome is an extraordinary achievement. It is one of the best preserved Roman buildings, and over two millennia old. The oculus at the peak of the dome is stunning. The artwork of the Basilica of St. Mary and the Martyrs is captivating. A must see in Rome.",正面,Feb 2020,Couples,date_with_label
5,"Amazing really, would love to see it with the rain coming through, it would make a great picture. Would definitely recommend a visit",正面,Feb 2020,Couples,date_with_label
5,Thid time visiting this marvelous building in my lifetime! Still amazed at how the Romans figured out how to design the beautiful dome with its oculus.  The secret would be lost until Brunelleschi in Florence and the Duomo's dome is built.  Raphael and other memorable Italians are also entombed here.  My favourite building in Europe!,正面,Sep 2019,,date_only
5,"One of the highlights of Rome. The quality of the engineering of this 2000 year old mega dome, the worlds largest unreinforced concrete dome, is outstanding, The splender as you walk into this free beauty is overwhelming, you cannot imagine how the space opens up, and the only light as it was designed is from the small hole in the ceiling. 10/10",正面,Mar 2020,,date_only
5,The pantheon is one of my favourite buildings in Rome. It's so peaceful and awe inspiring. I'm not religious but certainly appreciate the significance of it. Just beautiful and amazing if you get to see it when it's raining,正面,Mar 2020,,date_only
5,Basically this 1900year old structure to any civil engineer needs to be seen to  believed. Plus it's free to go but go early or later. Don't  eat in the immediate  area because it's very expensive and the food quality is poor though p.,正面,ForrestJ2010,,unknown_format
5,"Of course this is “on everyone’s list to do it”. It is packed at the midday, perhaps better to visit early in a morning and/or afternoon. Nevertheless, it is amazing to see symmetry and deep details in structure build centuries ago without today’s equipment. Well recommended to bow a forehead for the Ancient Romans skill.",正面,Feb 2020,,date_only
5,"If you can get a tour from the Vatican Tour Company - mike from Philly was great. If not, it’s still great! You must see this.",正面,Mar 2020,,date_only
4,Went here yesterday. Beautiful place. Reminded of the incredible age of this place and the skill of the craftsmen. Well worth a visit.,正面,Mar 2020,Couples,date_with_label
5,I walked past this all the time and it's very beautiful. It's incredible and definitely a must-see when you visit Rome.,正面,Jan 2020,,date_only
5,It si amazing to be in the 2000 years old building and looking at Raphael's tomb and other great names in it.,正面,Dec 2019,Solo,date_with_label
5,One of our favourite places in Rome. Such a fantastic place the see with its incredible dome and the tomb of Raphael.The piazza outaide of the Pantheon is a beautiful place to sit and people watch. A must see!,正面,Mar 2020,Couples,date_with_label
4,Nice to see the statues and the seeling which is very high. Nice painting and marmer and statues. Big building. You can go in for free.,正面,Feb 2020,Couples,date_with_label
5,Take good footwear as cobbles are uneven to walk on.Make sure you pay for  a guide as there are so many interesting facts to learn..Its stunning inside,正面,Mar 2020,Couples,date_with_label
5,"The Pantheon has been built in 27-25 BC by Marcus Agrippa as a temple for the gods.  It was saved from destruction thanks to the fact that in the Middle Ages, in 609 it became a Catholic church called ""Sancta Maria ad Martyres"", then in 1000, it was changed to the name of basilica ""Santa Maria della Rotonda"".  It is to be admired the beauty of this building from outside and inside the architecture, with its circular structure, the immense dome, the huge colunnas, the mosaics, the interior marble, and the graves of illustrious characters such as kings, artists, such as Annibale Carracci, Baldasare Peruzzi, Taddeo Zuccari, Raffaelo Sanzio, etc.Then a walk in the surroundings will be very pleasant, full of businesses, restaurants and a good coffee in the ""Tazza D'oro"".",正面,"AnitaSofia_2011Rome, Italy53 contributions0",,unknown_format
5,This is a wonderful building to go and see. The artitecure is simply breath taking.Try to go out of season though as it can get very busy during.,正面,Mar 2020,Couples,date_with_label
5,"Seeing the tombs of the painter Rafael and that of Vittorio Emanuel II, Father of Italy never ceases to move me, The Pantheon is a former Temple and now a Roman Catholic Church dedicated to Mary. At 11:00 on Pentecost Sunday every year, a shower of rose petals drop from the lacuna in the ceiling",正面,Feb 2020,Solo,date_with_label
5,"Fantastic interior and a surprising open domed roof. It was raining when we visited so the small area below the dome was roped off as the floor was slippery. Lovely peaceful space, even though there were lots of people there",正面,Mar 2020,Couples,date_with_label
4,"Temple with over 2000 years of history, its name means ""all divine"" and is home to some tombs including many Savoy. Perfectly preserved, it is a tourist destination and is located a short distance from Piazza Navona. At the top of the dome there is an opening where the light filters, formerly covered in bronze reused to make us the canopy of the main altar of St. Peter. Absolutely worth visiting, a must for Romans and tourists.Audioguide would be preferable with earphones.",正面,Jan 2020,Couples,date_with_label
4,"I was planning to go to Italy again for this coming April however this sudden corona thing destroyed the whole plan. I was visiting last year as well. If possible, I would like to go there again.",負面,Sep 2019,,date_only
5,"Free admission, there really was no line to get in. Was a fascinating journey through sights and history. Recommend to stop by on your walk through Rome.",正面,Sep 2019,,date_only
5,"If you’re in Rome, you can’t miss it. It’s near the Trevi fountain and Spanish steps and it’s completely free entry. It was my partner’s first time in Rome and he was so impressed!",正面,Mar 2020,Couples,date_with_label
5,One of the most beautiful place in Rome. The hole in the middle is incredible. The architecture is very handsome. I suggest to visit this church.,正面,Mar 2020,Solo,date_with_label
5,"One of the best things to do in Rome. The architecture is amazing. Stand in the middle of the dome and look up for a spectacular view. Beautiful sculptures. You also see evidence of the Appian Way, the 350 stretch of ancient Roman Road. This is in the heart of the tourist area with many restaurants nearby.",正面,Jul 2019,Couples,date_with_label
5,"Our walking tour included the Pantheon which was well worth seeing.  The history behind it all is evident with the beautiful architecture, domed ceiling and awesome statues.  Another must see among many in the area.",正面,Jun 2019,Couples,date_with_label
4,"Not much  to see inside but the history behind it is very interesting, the size, the imposing architecture and the beautiful details are absolutely worth the visit (which is free!). Also the square is fantastic and full of restaurants and bars!",正面,Feb 2020,Couples,date_with_label
5,It’s still a very impressive building on the middle of a square surrounded by lovely diners and restaurants. When inside and looking up you realize how impressive this building really is. The open roof with its gorgeous decorations really shows how a temple should look.,正面,Mar 2020,Couples,date_with_label
4,"To be included in a Rome half day walk, assumingly combined with the Trevi fountain and the Spanish steps. Free entrance.",中立,Mar 2020,Couples,date_with_label
4,"It was quite crowded in summer, but this is because it's a such a beautiful architecture. And it is free! Make sure to go inside if you are in Rome!",正面,Aug 2019,,date_only
5,The building itself is beautiful & the history behind it is amazing. There’s no charge to enter & it stays open a bit later than other attractions (7:30 pm when we were there),正面,Feb 2020,,date_only
